Sample,Transect.ID,Individual ID,Year,Site,VisitNumber,Lat,Long,Collected,Transect,NetorPan,DateCollected,Type,SpeciesCode,GenusCode,Sex,RNA conc.,Virus_Type,Virus,Richness,EstRich_Asyp,EstRich_46,EstRich_183,EstRich_338,Abundance,Diversity,APME_ABUND,BOIM_ABUND,LASI_ABUND,PEPR_ABUND
4137,BP16A2,BP16A2N-24,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,NON,BOIM,BOMB,F,too high,SBV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4237,BP16C2,BP16C2N-124,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,NON,BOIM,BOMB,F,too high,SBV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2415,BP16B1,BP16B1P-102,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,13.9,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2434,BP16C1,BP16C1P-121,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,LASI,LASI,F,159,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4270,BP16A2,BP16A2P-157,2016,BP,2,42.5732,-84.38707,squash,A,Pan,8/26/2016,NON,LASI,LASI,F,17.7,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2320,BP16A1,BP16A1N-5,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,APIS,APME,APIS,F,570,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2425,BP16B1,BP16B1P-112,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,40.9,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2437,BP16C1,BP16C1P-124,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,LASI,LASI,F,19.8,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4277,BP16B2,BP16B2P-164,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,F,18.4,SBV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2240,E16D1,E16D1N-141,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,APIS,APME,APIS,F,307,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2279,E16C1,E16C1P-180,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,APIS,APME,APIS,F,161,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3367,E16A2,E16A2N-8,2016,E,2,42.50159,-83.66593,squash,A,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3393,E16B2,E16B2N-34,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3462,E16D2,E16D2N-103,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,179,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3467,E16D2,E16D2N-108,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,172,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3473,E16D2,E16D2N-114,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,243,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3486,E16C2,E16C2P-127,2016,E,2,42.50159,-83.66593,squash,C,Pan,8/22/2016,APIS,APME,APIS,F,113,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2118,E16A1,E16A1N-18,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2155,E16B1,E16B1N-55,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,222,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2199,E16B1,E16B1N-100,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2250,E16A1,E16A1P-151,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,23,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2296,E16C1,E16C1P-197,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,25.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2302,E16C1,E16C1P-203,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,58.8,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3492,E16D2,E16D2P-133,2016,E,2,42.50159,-83.66593,flowers,D,Pan,8/22/2016,NON,LASI,LASI,F,24,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2236,E16D1,E16D1N-137,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOFE,BOMB,F,580,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3425,E16C2,E16C2N-66,2016,E,2,42.50159,-83.66593,squash,C,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3454,E16D2,E16D2N-95,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,89.7,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3472,E16D2,E16D2N-113,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,5.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2114,E16A1,E16A1N-14,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2149,E16A1,E16A1N-49,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2179,E16B1,E16B1N-80,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2264,E16A1,E16A1P-165,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,113,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2272,E16B1,E16B1P-173,2016,E,1,42.50159,-83.66593,squash,B,Pan,7/27/2016,NON,LASI,LASI,F,87.9,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3483,E16C2,E16C2P-124,2016,E,2,42.50159,-83.66593,squash,C,Pan,8/22/2016,NON,PEPR,PEPO,M,47,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2232,E16D1,E16D1N-133,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOBI,BOMB,F,384,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2239,E16D1,E16D1N-140,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,APIS,APME,APIS,F,273,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2280,E16C1,E16C1P-181,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,APIS,APME,APIS,F,5.7,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3392,E16B2,E16B2N-33,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3397,E16B2,E16B2N-38,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3420,E16C2,E16C2N-61,2016,E,2,42.50159,-83.66593,squash,C,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3461,E16D2,E16D2N-102,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,24.2,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2167,E16B1,E16B1N-67,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,281,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2175,E16B1,E16B1N-76,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2196,E16B1,E16B1N-97,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,135,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2224,E16C1,E16C1N-125,2016,E,1,42.50159,-83.66593,squash,C,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2263,E16A1,E16A1P-164,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,13.9,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3374,E16B2,E16B2N-15,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,PEPR,PEPO,F,520,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3478,E16B2,E16B2P-119,2016,E,2,42.50159,-83.66593,squash,B,Pan,8/22/2016,NON,PEPR,PEPO,F,168,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3480,E16B2,E16B2P-121,2016,E,2,42.50159,-83.66593,squash,B,Pan,8/22/2016,NON,LASI,LASI,F,13.1,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3487,E16C2,E16C2P-128,2016,E,2,42.50159,-83.66593,squash,C,Pan,8/22/2016,NON,PEPR,PEPO,F,264,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2231,E16D1,E16D1N-132,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOPE,BOMB,F,96.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2235,E16D1,E16D1N-136,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOIM,BOMB,F,37.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2237,E16D1,E16D1N-138,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,APIS,APME,APIS,F,Sample too low,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2238,E16D1,E16D1N-139,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,APIS,APME,APIS,F,5.2,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3445,E16D2,E16D2N-86,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,NON,BOIM,BOMB,F,42.7,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2123,E16A1,E16A1N-23,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,165,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2148,E16A1,E16A1N-48,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,205,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3404,E16C2,E16C2N-45,2016,E,2,42.50159,-83.66593,squash,C,Net,8/22/2016,NON,PEPR,PEPO,F,244,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3479,E16B2,E16B2P-120,2016,E,2,42.50159,-83.66593,squash,B,Pan,8/22/2016,NON,PEPR,PEPO,F,148,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2233,E16D1,E16D1N-134,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2242,E16D1,E16D1N-143,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,APIS,APME,APIS,F,550,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3401,E16B2,E16B2N-42,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3406,E16C2,E16C2N-47,2016,E,2,42.50159,-83.66593,squash,C,Net,8/22/2016,APIS,APME,APIS,F,469,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3463,E16D2,E16D2N-104,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,500,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3469,E16D2,E16D2N-110,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,193,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2163,E16B1,E16B1N-63,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2294,E16C1,E16C1P-195,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,24.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2303,E16C1,E16C1P-204,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,25.8,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3375,E16B2,E16B2N-16,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,PEPR,PEPO,F,too high,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3398,E16B2,E16B2N-39,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3430,E16C2,E16C2N-71,2016,E,2,42.50159,-83.66593,squash,C,Net,8/22/2016,NON,BOIM,BOMB,F,540,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3443,E16D2,E16D2N-84,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3453,E16D2,E16D2N-94,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,315,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2268,E16B1,E16B1P-169,2016,E,1,42.50159,-83.66593,squash,B,Pan,7/27/2016,NON,LASI,LASI,F,12.7,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3489,E16C2,E16C2P-130,2016,E,2,42.50159,-83.66593,squash,C,Pan,8/22/2016,NON,LASI,LASI,F,17.2,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2203,E16C1,E16C1N-104,2016,E,1,42.50159,-83.66593,squash,C,Net,7/27/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2234,E16D1,E16D1N-135,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2281,E16C1,E16C1P-182,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,APIS,APME,APIS,F,225,SBV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3364,E16A2,E16A2N-5,2016,E,2,42.50159,-83.66593,squash,A,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3441,E16D2,E16D2N-82,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,NON,BOIM,BOMB,F,too high,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2261,E16A1,E16A1P-162,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,56.8,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2276,E16B1,E16B1P-177,2016,E,1,42.50159,-83.66593,squash,B,Pan,7/27/2016,NON,LASI,LASI,F,16.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2304,E16C1,E16C1P-205,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,15.8,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2314,E16D1,E16D1P-215,2016,E,1,42.50159,-83.66593,flowers,D,Pan,7/27/2016,NON,LASI,LASI,F,31.9,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2259,E16A1,E16A1P-160,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,15.4,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2262,E16A1,E16A1P-163,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,12.6,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2278,E16B1,E16B1P-179,2016,E,1,42.50159,-83.66593,squash,B,Pan,7/27/2016,NON,LASI,LASI,F,8.3,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2295,E16C1,E16C1P-196,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,25,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3377,E16B2,E16B2N-18,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,APIS,APME,APIS,F,416,SBV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
772,G15B2,G15B2N-3,2015,G,1,41.74274,-83.79059,squash,B,Net,7/26/2015,APIS,APME,APIS,F,17.2,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1425,G15B3,G15B3N-9,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,APIS,APME,APIS,F,97,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1453,G15C3,G15C3P-37,2015,G,2,41.74274,-83.79059,squash,C,Pan,8/5/2015,APIS,APME,APIS,F,too high,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
771,G15B2,G15B2N-2,2015,G,1,41.74274,-83.79059,squash,B,Net,7/26/2015,APIS,APME,APIS,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1422,G15B3,G15B3N-6,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,NON,BOIM,BOMB,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1423,G15B3,G15B3N-7,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,NON,BOIM,BOMB,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1430,G15D3,G15D3N-14,2015,G,2,41.74274,-83.79059,flowers,D,Net,8/5/2015,NON,BOIM,BOMB,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1439,G15C3,G15C3N-23,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,too high,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1440,G15C3,G15C3N-24,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1442,G15C3,G15C3N-26,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
776,G15C2,G15C2P-7,2015,G,1,41.74274,-83.79059,squash,C,Net,7/26/2015,NON,LASI,LASI,F,18,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1424,G15B3,G15B3N-8,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,NON,PEPR,PEPO,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1434,G15C3,G15C3N-18,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,NON,PEPR,PEPO,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1455,G15D3,G15D3P-39,2015,G,2,41.74274,-83.79059,flowers,D,Pan,8/5/2015,NON,PEPR,PEPO,F,too high,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1457,G15D3,G15D3P-41,2015,G,2,41.74274,-83.79059,flowers,D,Pan,8/5/2015,NON,LASI,LASI,F,38.6,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1436,G15C3,G15C3N-20,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,11.1,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1443,G15C3,G15C3N-27,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,246,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1444,G15C3,G15C3N-28,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,285,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1445,G15C3,G15C3N-29,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,344,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1450,G15C3,G15C3N-34,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,489,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1419,G15A3,G15A3N-3,2015,G,2,41.74274,-83.79059,squash,A,Net,8/5/2015,APIS,APME,APIS,F,306,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1421,G15A3,G15A3N-5,2015,G,2,41.74274,-83.79059,squash,A,Net,8/5/2015,APIS,APME,APIS,F,243,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1426,G15B3,G15B3N-10,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,APIS,APME,APIS,F,320,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1429,G15B3,G15B3N-13,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,APIS,APME,APIS,F,419,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
774,G15C2,G15C2N-5,2015,G,1,41.74274,-83.79059,squash,C,Net,7/26/2015,APIS,APME,APIS,F,209,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1428,G15B3,G15B3N-12,2015,G,2,41.74274,-83.79059,squash,B,Net,8/5/2015,APIS,APME,APIS,F,15.5,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1441,G15C3,G15C3N-25,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,332,SBV,1,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
1449,G15C3,G15C3N-33,2015,G,2,41.74274,-83.79059,squash,C,Net,8/5/2015,APIS,APME,APIS,F,293,SBV,0,7,7.978,7,7.976,7.978,46,0.524574669,31,3,3,3
2956,GT16C1,GT16C1N-63,2016,GT,1,42.32644,-83.70953,squash,C,Net,8/17/2016,APIS,APME,APIS,F,83.8,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2959,GT16C1,GT16C1N-66,2016,GT,1,42.32644,-83.70953,squash,C,Net,8/17/2016,APIS,APME,APIS,F,101,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2976,GT16C1,GT16C1N-83,2016,GT,1,42.32644,-83.70953,squash,C,Net,8/17/2016,NON,BOIM,BOMB,F,too high,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
3952,GT16B2,GT16B2N-55,2016,GT,2,42.32644,-83.70953,squash,B,Net,8/24/2016,NON,BOIM,BOMB,F,too high,SBV,1,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
3957,GT16B2,GT16B2N-60,2016,GT,2,42.32644,-83.70953,squash,B,Net,8/24/2016,NON,BOIM,BOMB,F,149,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2900,GT16A1,GT16A1N-7,2016,GT,1,42.32644,-83.70953,squash,A,Net,8/17/2016,NON,PEPR,PEPO,M,164,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2903,GT16A1,GT16A1N-10,2016,GT,1,42.32644,-83.70953,squash,A,Net,8/17/2016,NON,PEPR,PEPO,M,227,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2945,GT16C1,GT16C1N-52,2016,GT,1,42.32644,-83.70953,squash,C,Net,8/17/2016,NON,PEPR,PEPO,F,331,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2948,GT16C1,GT16C1N-55,2016,GT,1,42.32644,-83.70953,squash,C,Net,8/17/2016,NON,PEPR,PEPO,M,182,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
2949,GT16C1,GT16C1N-56,2016,GT,1,42.32644,-83.70953,squash,C,Net,8/17/2016,NON,PEPR,PEPO,M,13.2,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
3045,GT16B1,GT16B1P-153,2016,GT,1,42.32644,-83.70953,squash,B,Pan,8/17/2016,NON,LASI,LASI,F,83,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
3058,GT16C1,GT16C1P-166,2016,GT,1,42.32644,-83.70953,squash,C,Pan,8/17/2016,NON,PEPR,PEPO,F,380,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
3074,GT16C1,GT16C1P-182,2016,GT,1,42.32644,-83.70953,squash,C,Pan,8/17/2016,NON,LASI,LASI,F,16.5,SBV,0,49,100.948,14.569,30.882,43.277,423,0.842870636,41,105,116,32
